   74   26   48    1   74     /TUNGSTEN      /PLT /Optimization project    ADF11
--------------------------------------------------------------------------------
  10.00000  10.20000  10.40000  10.60000  10.80000  11.00000  11.20000  11.40000
  11.60000  11.80000  12.00000  12.20000  12.40000  12.60000  12.80000  13.00000
  13.20000  13.40000  13.60000  13.80000  14.00000  14.20000  14.40000  14.60000
  14.80000  15.00000
   0.00000   0.09998   0.19996   0.29993   0.39991   0.49989   0.59987   0.69985
   0.79982   0.89980   0.99978   1.09976   1.19974   1.29972   1.39969   1.49967
   1.59965   1.69963   1.79961   1.89958   1.99956   2.09954   2.19952   2.29950
   2.39947   2.49945   2.59943   2.69941   2.79939   2.89936   2.99934   3.09932
   3.19930   3.29928   3.39925   3.49923   3.59921   3.69919   3.79917   3.89915
   3.99912   4.09910   4.19908   4.29906   4.39904   4.49901   4.59899   4.69897
---------------------/ IGRD= 1  / IPRT= 0  /--------/ Z1= 1   / DATE= 05.03.18
 -25.56056 -25.56060 -25.56069 -25.56084 -25.56105 -25.56131 -25.56164 -25.56208
 -25.56269 -25.56355 -25.56470 -25.56636 -25.56930 -25.57446 -25.58274 -25.59507
 -25.61236 -25.63546 -25.66518 -25.70235 -25.74781 -25.80263 -25.86901 -25.94937
 -26.04615 -26.16181
 -25.26928 -25.26934 -25.26951 -25.26978 -25.27013 -25.27054 -25.27101 -25.27162
 -25.27247 -25.27366 -25.27528 -25.27757 -25.28139 -25.28773 -25.29758 -25.31193
 -25.33170 -25.35746 -25.38969 -25.42887 -25.47550 -25.53040 -25.59580 -25.67427
 -25.76837 -25.88067
 -25.02873 -25.02873 -25.02873 -25.02877 -25.02885 -25.02900 -25.02925 -25.02973
 -25.03056 -25.03189 -25.03385 -25.03674 -25.04146 -25.04908 -25.06067 -25.07729
 -25.09988 -25.12881 -25.16433 -25.20667 -25.25608 -25.31317 -25.38010 -25.45935
 -25.55346 -25.66494
 -24.83065 -24.83062 -24.83056 -24.83051 -24.83051 -24.83060 -24.83085 -24.83139
 -24.83240 -24.83404 -24.83646 -24.84001 -24.84568 -24.85464 -24.86806 -24.88711
 -24.91274 -24.94516 -24.98435 -25.03031 -25.08301 -25.14287 -25.21195 -25.29274
 -25.38771 -25.49934
 -24.66934 -24.66933 -24.66933 -24.66939 -24.66954 -24.66982 -24.67031 -24.67115
 -24.67253 -24.67462 -24.67761 -24.68186 -24.68847 -24.69874 -24.71396 -24.73542
 -24.76415 -24.80013 -24.84305 -24.89263 -24.94858 -25.01107 -25.08216 -25.16439
 -25.26027 -25.37235
 -24.54083 -24.54083 -24.54086 -24.54098 -24.54123 -24.54165 -24.54231 -24.54340
 -24.54508 -24.54756 -24.55101 -24.55585 -24.56327 -24.57470 -24.59156 -24.61527
 -24.64691 -24.68623 -24.73268 -24.78567 -24.84464 -24.90953 -24.98244 -25.06599
 -25.16278 -25.27544
 -24.44003 -24.44002 -24.44004 -24.44016 -24.44042 -24.44089 -24.44165 -24.44287
 -24.44477 -24.44752 -24.45134 -24.45663 -24.46472 -24.47714 -24.49541 -24.52109
 -24.55530 -24.59762 -24.64720 -24.70323 -24.76487 -24.83188 -24.90639 -24.99112
 -25.08878 -25.20210
 -24.36156 -24.36154 -24.36155 -24.36165 -24.36191 -24.36240 -24.36323 -24.36456
 -24.36661 -24.36958 -24.37367 -24.37933 -24.38795 -24.40117 -24.42062 -24.44793
 -24.48428 -24.52909 -24.58130 -24.63987 -24.70375 -24.77254 -24.84841 -24.93417
 -25.03263 -25.14659
 -24.30129 -24.30127 -24.30127 -24.30136 -24.30162 -24.30214 -24.30302 -24.30444
 -24.30661 -24.30975 -24.31406 -24.31999 -24.32903 -24.34286 -24.36321 -24.39179
 -24.42982 -24.47658 -24.53085 -24.59143 -24.65711 -24.72735 -24.80436 -24.89101
 -24.99016 -25.10470
 -24.25589 -24.25587 -24.25586 -24.25595 -24.25622 -24.25676 -24.25768 -24.25917
 -24.26143 -24.26469 -24.26915 -24.27528 -24.28459 -24.29886 -24.31985 -24.34933
 -24.38856 -24.43672 -24.49251 -24.55459 -24.62166 -24.69308 -24.77106 -24.85847
 -24.95820 -25.07315
 -24.22219 -24.22216 -24.22214 -24.22222 -24.22249 -24.22305 -24.22400 -24.22553
 -24.22785 -24.23118 -24.23573 -24.24196 -24.25143 -24.26594 -24.28730 -24.31732
 -24.35727 -24.40632 -24.46309 -24.52619 -24.59427 -24.66664 -24.74543 -24.83350
 -24.93369 -25.04883
 -24.19822 -24.19819 -24.19815 -24.19822 -24.19848 -24.19904 -24.20000 -24.20156
 -24.20392 -24.20728 -24.21185 -24.21810 -24.22760 -24.24217 -24.26365 -24.29387
 -24.33413 -24.38357 -24.44083 -24.50452 -24.57326 -24.64636 -24.72586 -24.81448
 -24.91497 -25.03004
 -24.18289 -24.18285 -24.18280 -24.18285 -24.18309 -24.18364 -24.18461 -24.18617
 -24.18854 -24.19189 -24.19644 -24.20264 -24.21206 -24.22654 -24.24793 -24.27805
 -24.31823 -24.36766 -24.42498 -24.48886 -24.55796 -24.63158 -24.71165 -24.80071
 -24.90133 -25.01608
 -24.17514 -24.17509 -24.17502 -24.17503 -24.17525 -24.17578 -24.17674 -24.17830
 -24.18065 -24.18397 -24.18844 -24.19452 -24.20377 -24.21803 -24.23913 -24.26893
 -24.30872 -24.35777 -24.41479 -24.47853 -24.54771 -24.62167 -24.70215 -24.79150
 -24.89209 -25.00626
 -24.17387 -24.17381 -24.17371 -24.17369 -24.17387 -24.17437 -24.17532 -24.17686
 -24.17918 -24.18243 -24.18679 -24.19270 -24.20170 -24.21563 -24.23630 -24.26556
 -24.30471 -24.35310 -24.40953 -24.47285 -24.54187 -24.61596 -24.69670 -24.78620
 -24.88656 -24.99991
 -24.17801 -24.17793 -24.17781 -24.17775 -24.17789 -24.17835 -24.17927 -24.18079
 -24.18306 -24.18623 -24.19044 -24.19613 -24.20482 -24.21833 -24.23845 -24.26702
 -24.30534 -24.35284 -24.40846 -24.47112 -24.53977 -24.61382 -24.69465 -24.78411
 -24.88406 -24.99634
 -24.18648 -24.18639 -24.18623 -24.18613 -24.18622 -24.18664 -24.18753 -24.18901
 -24.19123 -24.19429 -24.19834 -24.20377 -24.21210 -24.22512 -24.24461 -24.27237
 -24.30973 -24.35620 -24.41082 -24.47266 -24.54076 -24.61460 -24.69535 -24.78458
 -24.88389 -24.99486
 -24.19824 -24.19814 -24.19794 -24.19778 -24.19782 -24.19819 -24.19905 -24.20050
 -24.20264 -24.20559 -24.20945 -24.21461 -24.22254 -24.23503 -24.25383 -24.28073
 -24.31705 -24.36239 -24.41592 -24.47681 -24.54422 -24.61768 -24.69815 -24.78695
 -24.88540 -24.99483
 -24.21272 -24.21261 -24.21236 -24.21214 -24.21211 -24.21244 -24.21325 -24.21466
 -24.21674 -24.21957 -24.22323 -24.22808 -24.23560 -24.24753 -24.26561 -24.29160
 -24.32683 -24.37098 -24.42333 -24.48317 -24.54976 -24.62268 -24.70269 -24.79088
 -24.88830 -24.99603
 -24.22964 -24.22951 -24.22921 -24.22893 -24.22883 -24.22909 -24.22987 -24.23123
 -24.23323 -24.23593 -24.23940 -24.24395 -24.25104 -24.26239 -24.27973 -24.30478
